age,bmi,km5_time_seconds,km10_time_seconds
32.0,19.1554832458496,1542.0,2820
40.0,23.8830413818359,1215.0,NA
50.0,23.0057334899902,NA,2358
36.0,19.5918369293213,NA,2400
64.0,24.3787326812744,NA,2728
62.0,23.5825710296631,1500.0,NA
41.0,26.7490062713623,1285.0,NA
31.0,18.6993923187256,1386.0,2881
28.0,22.2634506225586,1058.0,2301
27.0,21.5213356018066,970.0,NA
29.0,23.8209743499756,1130.0,NA
33.0,21.0724010467529,1078.0,NA
51.0,31.8450794219971,1489.0,NA
25.0,22.6262626647949,NA,2641
40.0,21.0724010467529,1400.0,NA
30.0,20.4190330505371,NA,2500
39.0,22.7087211608887,NA,2627
44.0,26.0942783355713,1364.5,NA
33.0,26.7379665374756,1338.0,2913
33.0,21.5213356018066,1680.0,3420
29.0,24.2090320587158,NA,2896
18.0,21.0747489929199,1110.0,2580
58.0,25.1651439666748,1207.0,NA
40.0,23.0055656433105,1059.0,NA
37.0,19.552806854248,NA,2408
48.0,19.1761360168457,1240.0,2635
34.0,22.9134426116943,NA,4044
52.0,18.9554271697998,1741.0,NA
30.0,25.1118907928467,1107.0,NA
25.0,23.1539878845215,1120.0,2290
62.0,24.431360244751,2280.0,NA
18.0,20.8161602020264,1141.0,NA
33.0,20.484130859375,NA,2720
44.0,26.7379665374756,NA,3720
38.0,28.3107891082764,1402.0,2790
32.0,23.2383003234863,1630.0,NA
33.0,23.2006683349609,NA,2157
53.0,25.6771793365479,1307.0,NA
48.0,24.5028400421143,1380.0,NA
45.0,21.5213356018066,NA,2301
38.0,22.1496620178223,1124.0,NA
41.0,25.3777465820312,2172.0,3336
24.0,25.2477855682373,1223.0,NA
29.0,21.6221160888672,1684.0,NA
31.0,22.7912425994873,1035.0,NA
42.0,31.7221832275391,1990.0,NA
47.0,23.7093181610107,1318.0,NA
40.0,25.5102996826172,NA,3300
34.0,19.8583183288574,1402.0,NA
30.0,25.3803329467773,1396.0,3150
34.0,22.4551753997803,NA,2101
35.0,18.9349117279053,1350.0,2845
36.0,23.8157939910889,1667.0,3915
42.0,19.476655960083,NA,3240
42.0,27.4961338043213,1546.0,NA
37.0,22.9047832489014,1400.0,3010
31.0,22.4768524169922,NA,2872
25.0,23.3742389678955,1100.0,NA
30.0,23.8830413818359,1180.0,NA
32.0,17.7556800842285,1154.0,NA
28.0,22.0347537994385,NA,3210
45.0,22.1496620178223,1120.0,NA
43.0,29.1764526367188,NA,3325
35.0,25.5979290008545,1518.0,3565
43.0,21.0724010467529,1658.0,3482
27.0,21.207914352417,1110.0,NA
35.0,25.6533584594727,1477.0,3260
48.0,26.7320137023926,1390.0,3107
46.0,24.9684562683105,1320.0,NA
67.0,21.5476226806641,1690.0,3492
27.0,24.6258563995361,NA,4080
43.0,19.6209259033203,1163.0,NA
51.0,21.745231628418,1113.0,NA
45.0,23.804801940918,NA,2582
51.0,18.9554271697998,1500.0,3085
38.0,21.8359222412109,1014.0,NA
51.0,23.4508361816406,NA,2490
34.0,23.0055656433105,1048.0,NA
29.0,27.548210144043,1935.0,NA
31.0,22.5182952880859,1087.0,2422
43.0,26.7379665374756,1086.0,NA
28.0,23.9899005889893,NA,2400
50.0,23.849609375,1440.0,3480
51.0,26.7320137023926,1620.0,3285
38.0,17.1326122283936,1421.0,NA
29.0,21.4388771057129,1423.0,2949
34.0,28.4444446563721,1500.0,3000
62.0,23.7046775817871,1210.0,2515
34.0,24.4410057067871,1020.0,NA
30.0,21.5213356018066,1808.0,NA
53.0,22.3063983917236,1143.0,2496
36.0,21.8716468811035,1800.0,NA
61.0,30.1627407073975,NA,4020
33.0,22.0859508514404,1338.0,2960
40.0,26.5088748931885,1195.0,2660
20.0,20.035062789917,1201.0,2640
49.0,24.0445251464844,1290.0,2907
47.0,21.8359222412109,NA,2450
24.0,19.502986907959,1626.0,3972
43.0,23.1481494903564,1050.0,NA
38.0,19.0438404083252,NA,2590
29.0,21.7049369812012,NA,3305
27.0,22.8059120178223,1980.0,NA
16.0,18.3307552337646,1146.0,NA
42.0,25.8981323242188,1470.0,NA
37.0,24.9719429016113,1218.0,NA
41.0,31.4564304351807,1500.0,NA
37.0,22.19460105896,1467.0,NA
33.0,25.9685707092285,1230.0,NA
19.0,19.6408538818359,969.0,NA
26.0,25.0438270568848,1100.0,NA
38.0,24.4410057067871,2180.0,NA
36.0,21.0615863800049,NA,2315
70.0,26.4234027862549,NA,3480
47.0,22.1661071777344,1221.0,NA
33.0,24.526159286499,1092.0,2653
50.0,25.9740257263184,1260.0,2580
51.0,22.5394439697266,1732.0,NA
45.0,22.7606868743896,1042.0,2177
41.0,25.1651439666748,1673.0,3198
47.0,18.3238258361816,1427.0,NA
28.0,18.7552967071533,1005.0,NA
35.0,23.6496086120605,1342.0,2815
33.0,26.5695476531982,NA,3636
19.0,21.2497501373291,1074.0,NA
33.0,22.0466156005859,1122.0,NA
41.0,23.16774559021,1596.0,3447
34.0,22.19460105896,1653.0,3439
46.0,23.1204776763916,1556.0,NA
42.0,20.4190330505371,1520.0,NA
31.0,19.9729709625244,1451.0,NA
35.0,22.6506309509277,1217.0,NA
48.0,20.4190330505371,1237.0,NA
42.0,22.0336589813232,1251.0,NA
28.0,22.57785987854,1730.0,3240
37.0,22.5497589111328,1879.0,4050
36.0,24.7371654510498,1716.0,NA
43.0,24.5510673522949,1110.0,2350
56.0,24.4897956848145,NA,3330
31.0,21.3068180084229,1234.0,NA
60.0,27.5558624267578,NA,3600
35.0,22.19460105896,1336.0,NA
37.0,23.9191932678223,NA,3128
40.0,23.849609375,NA,2355
43.0,20.2938194274902,1514.0,2878
25.0,24.0445251464844,935.0,NA
35.0,23.6496086120605,1483.0,NA
45.0,21.3243560791016,1187.0,2520
36.0,23.4508361816406,1082.0,NA
52.0,26.4234027862549,1547.0,NA
30.0,21.3068180084229,NA,2972
20.0,20.7792205810547,936.0,1947
46.0,26.7323513031006,1180.0,NA
27.0,21.0437717437744,1025.0,2118
27.0,20.9193706512451,1010.0,NA
59.0,24.1929512023926,1410.0,NA
30.0,32.0560989379883,2230.0,4561
46.0,20.3119964599609,1415.0,NA
30.0,21.3068180084229,1364.0,2935
43.0,22.5063571929932,1208.0,NA
47.0,25.0438270568848,1454.0,4080
28.0,24.0445251464844,1271.0,NA
48.0,26.6335220336914,NA,3404
43.0,23.3060932159424,1307.0,2920
44.0,25.2047882080078,1364.0,2874
40.0,21.3858814239502,1630.0,NA
27.0,22.607931137085,1170.0,NA
26.0,24.6933002471924,1785.0,3900
30.0,22.4466896057129,NA,2560
36.0,25.8981323242188,NA,2674
43.0,25.9740257263184,1440.0,NA
34.0,23.3742389678955,NA,2570
41.0,22.5825634002686,NA,2730
29.0,20.5226860046387,1220.0,NA
29.0,25.0438270568848,1684.0,NA
32.0,21.3858814239502,1697.0,NA
28.0,24.8316497802734,1064.0,2273
43.0,23.4350414276123,NA,2863
27.0,20.1562099456787,1335.0,NA
26.0,25.9219512939453,2130.0,NA
45.0,24.2720165252686,NA,2690
29.0,21.6619300842285,1044.0,2165
31.0,22.7606868743896,1200.0,2250
29.0,20.2515239715576,1175.0,NA
35.0,22.873363494873,1416.0,2990
47.0,23.749605178833,1644.0,3585
26.0,22.8940277099609,1532.0,NA
53.0,23.3742389678955,1318.0,NA
23.0,22.9134426116943,1228.0,NA
33.0,22.3576831817627,1122.0,2388
61.0,22.9134426116943,1375.0,2880
44.0,20.8698558807373,1462.0,NA
34.0,22.9277191162109,NA,3750
32.0,24.4897956848145,985.0,NA
37.0,24.3787326812744,1616.0,NA
42.0,24.1874504089355,1630.0,3442
38.0,20.8698558807373,1295.0,2698
31.0,28.2003726959229,1350.0,2770
25.0,26.7320137023926,1621.0,NA
24.0,22.1718311309814,2297.0,4926
31.0,21.8181819915771,1447.0,NA
34.0,21.745231628418,NA,2693
39.0,20.9034805297852,985.0,NA
44.0,25.1651439666748,1541.0,NA
26.0,23.1872062683105,1453.0,2776
16.0,20.8116550445557,1086.0,NA
34.0,23.0834426879883,1247.0,NA
39.0,35.7449722290039,1578.0,3578
65.0,22.3024196624756,1223.0,NA
30.0,21.757640838623,NA,3581
28.0,25.1825733184814,1144.0,2321
46.0,20.8698558807373,1440.0,NA
35.0,22.0195026397705,1590.0,NA
36.0,19.2949905395508,1352.0,NA
47.0,22.8434810638428,1200.0,NA
36.0,23.5923233032227,1440.0,3014
27.0,24.5423049926758,1420.0,2860
38.0,21.8716468811035,1753.0,NA
37.0,23.2712593078613,1267.0,NA
35.0,21.7046508789062,NA,2690
48.0,27.4961338043213,NA,2646
28.0,20.7748546600342,1295.0,NA
60.0,24.5510673522949,1698.0,3419
37.0,24.8505821228027,1270.0,NA
27.0,28.7684097290039,1990.0,3930
40.0,22.9077644348145,1154.0,2476
34.0,20.7631893157959,1110.0,NA
33.0,20.3215579986572,NA,2650
35.0,22.607931137085,998.0,2065
23.0,22.19460105896,1285.0,NA
56.0,25.953987121582,NA,3100
28.0,34.2265625,3679.0,7085
30.0,27.2180500030518,1246.0,2761
25.0,21.7046508789062,NA,3665
41.0,22.9047832489014,1382.0,NA
35.0,22.9631958007812,NA,2418
37.0,26.5459594726562,1218.0,NA
30.0,21.3858814239502,2100.0,3720
41.0,29.296875,2220.0,4128
29.0,24.526159286499,1300.0,NA
47.0,29.5690441131592,1540.0,3350
38.0,23.2006683349609,1127.0,NA
25.0,24.8356456756592,1026.0,2198
34.0,20.5856952667236,NA,2520
35.0,22.3340663909912,1045.0,2196
46.0,22.1767845153809,NA,2497
33.0,21.4964561462402,1065.0,NA
25.0,22.19460105896,1236.0,NA
34.0,22.5394439697266,1138.0,NA
34.0,21.745231628418,1360.0,NA
35.0,30.5534687042236,1408.0,NA
45.0,25.2475166320801,1226.0,NA
32.0,22.195671081543,1073.0,NA
67.0,26.7161407470703,1923.0,3639
36.0,25.6369915008545,NA,2509
32.0,23.3060932159424,1225.0,NA
35.0,24.3787326812744,NA,3699
24.0,21.8181819915771,NA,2910
25.0,25.9515552520752,1320.0,NA
35.0,24.4897956848145,1185.0,NA
29.0,24.0420742034912,1749.0,3246
39.0,22.4466896057129,1324.0,NA
32.0,23.7898979187012,1116.0,NA
26.0,23.9701690673828,1644.0,3349
35.0,24.0445251464844,NA,3282
43.0,21.5169448852539,NA,4080
41.0,22.9631958007812,1178.0,NA
30.0,20.132116317749,NA,2922
32.0,21.2121200561523,1365.0,NA
35.0,22.8571434020996,NA,2418
18.0,20.202018737793,1169.0,2778
28.0,20.9185256958008,1089.0,NA
30.0,21.537691116333,NA,2595
28.0,27.4971961975098,1180.0,2622
40.0,24.4897956848145,1338.0,NA
30.0,25.9515552520752,1875.0,NA
46.0,19.476655960083,1042.0,2214
30.0,29.0909099578857,1490.0,3397
61.0,23.9400386810303,1470.0,NA
38.0,25.2319107055664,NA,2340
39.0,20.7792205810547,1020.0,2100
49.0,24.1354942321777,NA,2363
60.0,22.6643180847168,2140.0,3551
29.0,17.8645973205566,1247.0,NA
44.0,25.6369915008545,1218.0,2470
40.0,25.5207347869873,NA,2760
32.0,23.7081565856934,1089.0,NA
34.0,18.3654727935791,1096.0,NA
21.0,21.8359222412109,1192.0,NA
33.0,25.820333480835,1253.0,NA
43.0,25.953987121582,1210.0,NA
35.0,19.0770835876465,1333.0,NA
26.0,25.1631832122803,NA,2698
35.0,24.3787326812744,890.0,1879
45.0,25.6803302764893,1430.0,NA
36.0,26.6125297546387,1188.0,NA
42.0,25.9219512939453,1314.0,NA
27.0,22.0195026397705,1159.0,2504
64.0,27.03786277771,NA,2898
53.0,22.4124908447266,1289.0,2694
33.0,22.4466896057129,1125.0,NA
47.0,22.5394439697266,1525.0,NA
28.0,18.8799858093262,NA,3496
40.0,25.4797077178955,1386.0,2940
42.0,30.546516418457,1680.0,3300
29.0,23.5992584228516,1072.0,NA
32.0,31.389139175415,NA,2681
42.0,23.277759552002,1200.0,3000
46.0,25.9685707092285,NA,2385
30.0,34.2265625,2109.0,NA
32.0,22.0347537994385,1380.0,2580
43.0,22.7272720336914,NA,3109
46.0,18.636266708374,1248.0,2620
32.0,23.0823860168457,1839.0,NA
41.0,23.677225112915,1192.0,NA
33.0,24.5028400421143,1470.0,NA
37.0,26.2784080505371,1563.0,NA
45.0,21.9468364715576,1392.0,NA
35.0,21.8855228424072,1134.0,2445
62.0,23.2419147491455,NA,3972
27.0,22.5394439697266,1395.0,NA
35.0,20.2440662384033,1580.0,NA
24.0,20.3119964599609,1424.0,3268
29.0,26.9860019683838,1425.0,3330
31.0,23.8751163482666,2122.0,4942
34.0,25.5360584259033,1190.0,NA
23.0,22.1360340118408,1600.0,3594
31.0,28.2599143981934,NA,2898
52.0,22.2865772247314,NA,3489
35.0,23.0055656433105,NA,3997
31.0,23.804801940918,1418.0,2954
29.0,21.8716468811035,1860.0,NA
45.0,23.8751163482666,NA,2565
30.0,26.7161407470703,NA,2910
28.0,22.939172744751,1236.0,NA
36.0,23.2323226928711,1468.0,NA
25.0,23.6496086120605,1240.0,NA
25.0,23.8830413818359,1530.0,NA
35.0,23.2419147491455,1230.0,3540
30.0,22.9134426116943,NA,2802
47.0,18.9393939971924,1740.0,3360
53.0,26.4016876220703,2160.0,4320
29.0,24.1929512023926,1185.0,NA
62.0,24.2376174926758,1308.0,2733
34.0,28.9424858093262,1356.0,NA
51.0,21.8855228424072,1195.0,2490
33.0,25.2477855682373,1330.0,NA
45.0,28.5502033233643,1609.0,NA
34.0,25.0438270568848,1081.0,NA
44.0,23.2383003234863,1628.0,3366
30.0,25.7457370758057,1896.0,NA
43.0,23.905969619751,1295.0,NA
59.0,21.3792457580566,NA,3540
43.0,26.06396484375,1635.0,3370
35.0,30.575138092041,2343.0,NA
54.0,28.2003726959229,1560.0,NA
28.0,22.4466896057129,1510.0,3013
30.0,46.9082145690918,1701.0,NA
35.0,35.9474067687988,1389.0,NA
44.0,21.5213356018066,1484.0,NA
48.0,24.9596538543701,1073.0,NA
37.0,22.57785987854,964.0,2010
29.0,24.3787326812744,1650.0,NA
45.0,25.936185836792,1260.0,2580
39.0,24.8579540252686,NA,2657
61.0,23.4375,1395.0,2992
33.0,22.2178153991699,1557.0,2394
39.0,23.0055656433105,1230.0,NA
33.0,25.9515552520752,1065.0,2250
39.0,23.7476806640625,NA,2700
26.0,29.0001850128174,1490.0,NA
30.0,21.8612155914307,NA,3472
41.0,26.2031078338623,1585.0,NA
32.0,21.0760669708252,1250.0,NA
27.0,20.0110740661621,1322.0,NA
30.0,21.8716468811035,1380.0,NA
56.0,22.5182952880859,1920.0,NA
29.0,25.9688739776611,NA,3196
48.0,23.0823860168457,1803.0,NA
31.0,25.2525253295898,NA,2955
51.0,22.2055263519287,NA,3290
34.0,25.8121376037598,1623.0,3600
39.0,22.3776226043701,1741.0,4260
33.0,21.3068180084229,1110.0,2240
25.0,26.7379665374756,NA,2776
29.0,26.2740821838379,1176.0,NA
32.0,24.2882499694824,1187.0,NA
29.0,20.8116550445557,NA,3090
45.0,25.5102996826172,1815.0,3612
27.0,25.8981323242188,1238.0,NA
30.0,22.0195026397705,1161.0,NA
31.0,22.3576831817627,1162.0,2386
46.0,22.0195026397705,898.0,NA
42.0,24.7099094390869,1708.0,NA
37.0,24.0195140838623,NA,2428
26.0,23.8299808502197,1200.0,NA
63.0,21.745231628418,1714.0,NA
36.0,23.8209743499756,1665.0,NA
24.0,21.8612155914307,NA,2620
51.0,23.0366401672363,1280.0,2510
51.0,17.5669746398926,1282.0,NA
38.0,25.8121376037598,1361.0,NA
56.0,25.2525272369385,1380.0,2160
32.0,22.3620853424072,1072.0,NA
37.0,22.3620853424072,1015.0,NA
65.0,23.906888961792,2220.0,3286
35.0,22.3776226043701,1422.0,3136
35.0,20.8698558807373,1499.0,NA
42.0,26.4016876220703,NA,2467
42.0,19.9094696044922,NA,2898
47.0,28.0490875244141,1712.0,3565
24.0,24.6913585662842,1500.0,3000
17.0,20.1696968078613,1052.0,2314
28.0,20.4190330505371,1530.0,NA
51.0,22.3721580505371,1544.0,3115
38.0,28.3107891082764,NA,6300
51.0,27.3569030761719,1340.0,2815
54.0,25.9688739776611,NA,2857
30.0,23.6496086120605,NA,3368
33.0,26.4417018890381,NA,2610
41.0,30.1342697143555,1424.0,3166
33.0,31.0543460845947,2115.0,NA
36.0,27.0219535827637,1575.0,NA
41.0,22.19460105896,NA,3386
33.0,19.7055625915527,1078.0,NA
44.0,23.849609375,NA,2480
43.0,20.7375621795654,1303.0,2752
30.0,24.8316497802734,1144.0,NA
51.0,23.4917678833008,NA,2841
26.0,23.7476806640625,950.0,1876
48.0,27.4961338043213,NA,3600
66.0,21.5213356018066,1235.0,2526
29.0,24.7371654510498,1601.0,NA
29.0,26.109167098999,1696.0,3859
29.0,32.4448471069336,2460.0,5400
29.0,19.4434146881104,1470.0,3300
38.0,25.4997005462646,1368.0,2930
38.0,24.0989780426025,1729.0,NA
61.0,24.526159286499,1643.0,3573
35.0,24.4897956848145,NA,2269
27.0,18.0742340087891,1490.0,NA
45.0,25.5415782928467,NA,3490
49.0,23.4736156463623,1430.0,3520
33.0,25.1036434173584,1667.0,NA
65.0,33.1824493408203,1751.0,3570
45.0,20.9193706512451,1027.0,NA
52.0,24.8579540252686,NA,3480
59.0,22.1496620178223,1389.0,2948
37.0,22.4913482666016,1625.0,NA
33.0,22.9134426116943,NA,2377
37.0,26.0198345184326,1617.0,NA
33.0,25.1651439666748,NA,2998
33.0,20.5856952667236,NA,2210
24.0,20.1980133056641,1635.0,3562
52.0,26.1646060943604,1435.0,2960
40.0,26.6902332305908,NA,2490
44.0,31.935037612915,1644.0,3499
47.0,32.3835868835449,NA,4200
41.0,22.0258159637451,1122.0,2331
29.0,21.1726741790771,1460.0,3011
34.0,23.8830413818359,NA,2640
47.0,21.0615863800049,1678.0,3814
33.0,25.2475166320801,1230.0,NA
42.0,23.5411987304688,NA,3280
32.0,25.7457370758057,1605.0,NA
49.0,23.905969619751,1050.0,2130
40.0,22.0195026397705,1339.0,NA
54.0,20.4466800689697,NA,3074
31.0,24.5654125213623,NA,3070
58.0,23.8299808502197,1172.0,2387
65.0,24.5654125213623,1772.0,3787
37.0,27.071268081665,1286.0,NA
25.0,21.0699596405029,1003.0,NA
36.0,28.2003726959229,NA,2910
31.0,25.8786220550537,NA,3100
42.0,28.0519466400146,1274.0,NA
54.0,19.279182434082,NA,3275
63.0,27.4115905761719,1620.0,3240
54.0,24.301830291748,1442.0,3001
44.0,21.929271697998,NA,2166
34.0,20.0639190673828,NA,3420
32.0,22.2054862976074,1245.0,NA
34.0,19.0438404083252,NA,2090
32.0,24.4897956848145,1310.0,NA
40.0,23.5923233032227,1098.0,NA
45.0,33.8156623840332,1707.0,NA
25.0,21.0437717437744,1490.0,NA
31.0,22.5869808197021,NA,3239
31.0,22.2634506225586,1202.0,2506
26.0,21.1726741790771,1524.0,NA
32.0,23.8830413818359,NA,2766
23.0,20.7028980255127,1072.0,NA
33.0,23.7093181610107,NA,2725
55.0,20.4282836914062,1357.0,NA
55.0,22.7272720336914,NA,2820
49.0,27.4582576751709,1385.0,2954
26.0,20.9517040252686,1340.0,NA
51.0,19.53125,NA,3067
29.0,24.2090320587158,1661.0,NA
38.0,25.820333480835,1760.0,3868
30.0,25.9740257263184,1250.0,NA
54.0,25.5287570953369,1609.0,NA
29.0,22.2222213745117,NA,3530
32.0,24.2090320587158,2122.0,4622
32.0,22.7272720336914,NA,2675
26.0,24.5656566619873,1290.0,2910
46.0,30.4267158508301,2344.0,5486
45.0,22.3620853424072,NA,2520
39.0,24.0933437347412,1500.0,3090
33.0,23.677225112915,NA,2642
42.0,23.5923233032227,1345.0,NA
28.0,20.0371055603027,1630.0,NA
25.0,19.7011451721191,1609.0,NA
30.0,21.5213356018066,NA,2157
44.0,20.8698558807373,NA,3060
58.0,28.8543033599854,2340.0,NA
29.0,26.257417678833,1440.0,NA
30.0,20.7792205810547,1116.0,NA
25.0,23.8209743499756,NA,3192
41.0,25.2047882080078,NA,4122
33.0,26.6335220336914,2185.0,NA
29.0,24.4897956848145,1421.0,NA
39.0,26.7379665374756,990.0,NA
26.0,23.0941734313965,1162.0,NA
36.0,25.2868804931641,1980.0,NA
19.0,21.3858814239502,1032.0,2081
28.0,23.1481494903564,1048.0,NA
26.0,22.5394439697266,1690.0,NA
33.0,27.5993213653564,1860.0,4260
26.0,22.073543548584,957.0,2525
49.0,20.6220989227295,1381.0,NA
43.0,24.949878692627,1560.0,NA
36.0,26.5050506591797,NA,2682
28.0,23.5923233032227,1245.0,NA
34.0,23.906888961792,NA,3240
23.0,21.1535491943359,881.0,1910
30.0,23.4541072845459,1562.0,NA
29.0,22.2055263519287,NA,3230
35.0,24.1874504089355,NA,3401
25.0,25.2340793609619,NA,3400
32.0,23.849609375,962.0,NA
24.0,23.0055656433105,NA,2760
38.0,20.3423118591309,1145.0,NA
30.0,18.9393939971924,1365.0,3317
57.0,24.3818874359131,NA,4800
33.0,23.0403213500977,1516.0,NA
16.0,21.3856105804443,1024.0,1602
43.0,29.0972003936768,1290.0,NA
17.0,24.301830291748,934.0,NA
30.0,24.3787326812744,1487.0,NA
26.0,21.5153713226318,1363.0,NA
63.0,27.6816596984863,NA,3600
27.0,20.6220989227295,1260.0,NA
32.0,21.484375,1927.0,6362
32.0,20.8698558807373,1151.0,NA
23.0,22.1496620178223,1072.0,NA
38.0,28.3795299530029,1760.0,NA
28.0,29.8295459747314,2527.0,5498
42.0,25.8786220550537,1318.0,NA
41.0,22.5182952880859,1256.0,NA
40.0,23.905969619751,NA,3900
65.0,24.615385055542,1612.0,NA
31.0,21.0615863800049,1035.0,NA
32.0,24.7099094390869,NA,2830
59.0,20.1562099456787,1274.0,NA
54.0,20.9193706512451,NA,2880
51.0,27.2949028015137,1680.0,NA
40.0,25.0520324707031,NA,2484
33.0,26.2125415802002,NA,4018
38.0,23.5923233032227,NA,3339
55.0,22.7087211608887,1110.0,NA
27.0,24.2090320587158,1660.0,NA
42.0,21.8612155914307,1332.0,2745
45.0,28.2003726959229,1320.0,NA
34.0,25.9740257263184,NA,3258
29.0,25.5415782928467,1485.0,3120
32.0,21.7049369812012,NA,3300
37.0,23.1481494903564,1146.0,NA
51.0,19.3903980255127,1206.0,NA
64.0,23.849609375,1465.0,NA
33.0,26.4875621795654,NA,4030
40.0,22.9134426116943,NA,2710
38.0,21.0615863800049,1100.0,NA
26.0,22.1360340118408,NA,2772
45.0,23.0823860168457,1535.0,3259
52.0,20.5226860046387,1419.0,NA
40.0,21.3333339691162,1100.0,2493
29.0,28.0583629608154,1670.0,3165
55.0,22.5182952880859,1230.0,NA
38.0,24.6125736236572,1530.0,NA
28.0,32.0788192749023,1512.0,NA
23.0,20.6562671661377,1608.0,3171
35.0,25.2475166320801,NA,2721
45.0,29.1806983947754,1413.0,NA
16.0,18.9349117279053,1164.0,NA
35.0,25.6000003814697,1180.0,NA
37.0,25.9688739776611,NA,2595
24.0,25.2567234039307,NA,2296
25.0,20.2989902496338,969.0,2008
38.0,19.7055625915527,1427.0,NA
27.0,23.7476806640625,NA,2659
25.0,23.8312740325928,1648.0,3277
55.0,22.2634506225586,NA,2890
28.0,18.9985790252686,1486.0,NA
36.0,25.9688739776611,1380.0,2940
58.0,29.7496509552002,NA,4260
31.0,22.6262626647949,1414.0,NA
32.0,22.7272720336914,NA,2591
55.0,20.5856952667236,1157.0,2771
42.0,23.7476806640625,1203.0,NA
23.0,24.2090320587158,2040.0,NA
58.0,23.4917678833008,1304.0,2819
